한글발음,한자,획수,자원오행,뜻,발음오행
처,覰,18,火,엿볼,金
척,尺,4,木,"자, 법도",金
척,斥,5,金,"물리칠, 지적할",金
척,戚,11,金,"겨레, 도끼",金
척,坧,8,土,"기지, 터",金
척,倜,10,火,"대범할, 뛰어날",金
척,滌,15,水,"씻을, 헹굴",金
척,墌,14,土,터,金
척,隻,10,火,"새한마리, 한쪽",金
척,擲,19,木,"던질, 버릴",金
척,拓,9,木,"주울, 부러뜨릴",金
척,塉,13,土,메마른 땅,金
척,惕,12,火,두려워할,金
척,捗,10,木,(보)칠,金
척,摭,15,木,(석)주울,金
척,蜴,14,水,도마뱀,金
척,跖,12,土,밟을,金
척,躑,22,土,머뭇거릴,金
척,剔,10,金,"뼈바를, 깎을",金
척,慽,15,火,"근심할, 슬플",金
척,慼,15,火,근심할,金
척,瘠,15,水,"여윌, 파리할",金
척,陟,15,土,"오늘, 나아갈",金
척,脊,12,水,등뼈,金
척,蹠,18,土,"밟을, 나아갈",金
척,刺,8,金,"찌를, 가시",金
천,荐,12,木,천거할,金
천,蒨,16,木,꼭두서니,金
천,蕆,18,木,신칙할,金
천,辿,10,土,천천히 걸을,金
천,靝,18,木,하늘,金
천,踐,15,土,"밟을, 실천할",金
천,舛,6,木,"어그러질, 어수선할",金
천,喘,12,水,"헐떡거릴, 숨",金
천,擅,17,木,"멋대로, 맘대로",金
천,淺,12,水,"얕을, 옅을",金
천,賤,15,金,"천할, 흔할",金
천,遷,19,土,"옮길, 바뀔",金
천,俴,10,火,얕을,金
천,靝,14,火,등질,金
천,儃,15,火,머뭇거릴,金
천,濺,19,水,흩뿌릴,金
천,千,3,水,"일천, 많을",金
천,天,4,火,"하늘, 주물주",金
천,川,3,水,"내, 굴",金
천,泉,9,水,샘,金
천,仟,5,火,일천,金
천,阡,11,火,"언덕, 두렁길",金
천,茜,12,木,꼭두서니,金
천,薦,19,木,천거할,金
천,玔,8,金,"옥고리, 옥팔지",金
천,闡,20,木,"열, 넓힐",金
천,韆,24,金,그네,金
천,穿,9,水,"뚫을, 구멍",金
천,釧,11,金,팔찌,金
천,倩,10,火,"예쁠, 사위",金
천,洊,10,水,이를,金
천,祆,9,木,(현)하늘,金
천,臶,12,土,거듭,金
천,芊,9,木,우거질,金
철,哲,10,水,"밝을, 슬기로울",金
철,悊,11,火,공경할,金
철,喆,12,水,哲의 俗字,金
철,澈,16,水,물맑을,金
철,徹,15,火,"통할, 환할",金
철,撤,16,木,"걷을, 치울",金
철,瞮,17,木,눈 밝을,金
철,鐵,21,金,"검은 쇠, 단단할",金
철,銕,14,金,쇠,金
철,鉄,13,金,검은 쇠,金
철,綴,14,木,"맺을, 잇댈",金
철,凸,5,水,볼록할,金
철,悊,11,火,밝을,金
철,掇,12,木,주울,金
철,歠,19,火,들이마실,金
철,錣,16,金,바늘,金
철,飻,14,水,탐할,金
철,餮,18,水,탐할,金
철,轍,19,火,"바퀴자국, 흔적",金
철,輟,15,火,"그칠, 꿰맬",金
철,剟,10,金,깎을,金
철,啜,11,水,먹을,金
철,惙,12,火,근심할,金
첨,添,12,水,"더할, 덧붙일",金
첨,僉,13,火,"여럿, 고를",金
첨,沾,9,水,"더할, 첨가할",金
첨,甛,11,土,甜의 俗子,金
첨,甜,11,土,"달, 기분 좋을",金
첨,詹,13,金,"이를, 도달할",金
첨,簽,19,木,"쪽지, 서명할",金
첨,尖,6,金,뾰족할,金
첨,幨,16,木,수레휘장,金
첨,檐,18,木,처마,金
첨,櫼,21,木,쐐기,金
첨,瀸,21,水,건수,金
첨,簷,19,木,처마,金
첨,襜,18,木,수레휘장,金
첨,瞻,18,木,"쳐다볼, 우러러볼",金
첨,籤,23,木,"제비, 시험할",金
첨,諂,15,金,아첨할,金
첨,忝,8,火,더럽힐,金
첨,惉,12,火,가락 어지러울,金
첩,帖,8,木,"표제, 문서",金
첩,捷,12,木,"이길, 첩서",金
첩,牒,13,木,"글씨판, 계보",金
첩,倢,10,火,빠를,金
첩,怗,9,火,고요할,金
첩,褺,17,木,겹옷,金
첩,堞,12,土,성가퀴,金
첩,疊,22,土,"겹칠, 포갤",金
첩,睫,13,木,속눈썹,金
첩,諜,16,金,"염탐할, 안심할",金
첩,貼,12,金,"붙을, 접근할",金
첩,輒,14,火,"문득, 갑자기",金
첩,妾,8,土,"첩, 계집종",金
첩,呫,8,水,맛볼,金
첩,喋,12,水,재재거릴,金
청,蜻,14,水,잠자리,金
청,鶄,19,火,푸른백로,金
청,靑,8,木,"푸를, 젊을",金
청,淸,12,水,"맑을, 선명할 (清과 同字)",金
청,晴,12,火,갤,金
청,請,15,金,"청할, 뵈올",金
청,聽,22,火,"들을, 받들",金
청,廳,25,木,"관청, 대청",金
청,婧,11,土,(정)날씬한,金
청,菁,14,木,"우거질, 화려할",金
청,鯖,19,水,청어,金
청,凊,10,水,서늘할,金
청,圊,11,水,뒷간,金
체,體,23,金,"몸, 사지, 모양",金
체,替,12,火,쇠퇴할,金
체,締,15,木,"맺을, 연결할",金
체,諟,16,金,"바른말, 생각",金
체,諦,16,金,"살필, 조사할",金
체,棣,12,木,산 앵두나무,金
체,玼,11,金,깨끗할,金
체,砌,9,金,섬돌,金
체,蒂,15,木,꼭지,金
체,遞,17,土,"갈아들, 교대로",金
체,切,4,金,"온통, 절(끊을)",金
체,剃,9,金,머리 깎을,金
체,涕,11,水,"눈물, 울",金
체,滯,15,水,"막힐, 빠질",金
체,逮,15,土,"이를, 잡을",金
체,彘,12,水,돼지,金
체,殢,15,水,(혜)나른할,金
체,髢,15,火,머리깎을,金
체,蔕,17,木,꼭지,金
체,靆,24,水,구름낄,金
초,貂,12,水,담비,金
초,酢,12,金,"초, 신맛 나는",金
초,梢,11,木,"나무끝, 꼬리",金
초,炒,8,火,"볶을, 시끄러울",金
초,礁,17,金,물잠긴 바위,金
초,秒,9,木,"초, 미묘할",金
초,醋,15,金,"초, 식초",金
초,僬,14,火,밝게 볼,金
초,嶕,15,土,높을,金
초,杪,8,木,나무끝,金
초,燋,16,火,그을릴,金
초,綃,13,木,생사,金
초,耖,10,木,써레,金
초,誚,14,金,꾸짖을,金
초,譙,19,金,꾸짖을,金
초,趠,15,火,넘을,金
초,軺,12,火,수레이름,金
초,迢,13,土,멀,金
초,鍬,17,金,가래,金
초,鍫,17,金,가래,金
초,鞘,16,金,칼집,金
초,初,7,金,"姓,처음,비롯할",金
초,草,12,木,"풀, 초원",金
초,艸,6,木,풀,金
초,肖,9,水,"姓,닮을,본받을",金
초,岧,8,土,높을,金
초,釥,11,金,아름다울,金
초,硝,12,金,"초석, 유리",金
초,超,12,火,"뛰어넘을, 지나갈",金
초,抄,8,木,"가릴, 베낄",金
초,礎,18,金,주춧돌,金
초,樵,16,木,"땔나무, 나무할",金
초,俏,9,火,닮을,金
초,𪓐,23,木,오색빛,金
초,焦,12,火,"그을릴, 땔",金
초,蕉,18,木,"파초, 땔나무",金
초,楚,13,木,"姓,모형(牡荊),가시나무",金
초,招,9,木,"부를, 손짓할",金
초,椒,12,木,"산초나무, 향기로울",金
초,稍,12,木,"볏줄기끝, 작을",金
초,苕,11,木,갈대이삭,金
초,顦,21,火,야윌,金
초,髫,15,火,늘어뜨린 머리,金
초,鷦,23,火,뱁새,金
초,妱,8,土,여자이름,金
초,齠,20,金,이갈,金
초,剿,13,金,"노곤할, 괴로워할",金
초,哨,10,水,"망볼, 작을",金
초,憔,16,火,"수척할, 애태울",金
초,醮,19,金,제사지낼,金
초,偢,11,火,인정없을,金
초,勦,13,金,노곤할,金
초,噍,15,水,지저귈,金
초,嫶,15,土,야윌,金
초,峭,10,土,가파를,金
초,怊,9,火,슬퍼할,金
초,悄,11,火,근심할,金
초,愀,13,火,(추)근심할,金
초,鈔,12,金,노략질할,金
촉,燭,17,火,"姓,촛불,등불",金
촉,蜀,13,水,나라이름,金
촉,曯,25,火,비출,金
촉,爥,25,火,촛불,金
촉,矚,26,木,볼,金
촉,薥,19,木,접시꽃,金
촉,躅,20,土,머뭇거릴,金
촉,髑,23,金,해골,金
촉,觸,20,木,"닿을, 범할",金
촉,促,9,火,"재촉할, 다가올",金
촉,囑,24,水,"부탁할, 맡길",金
촉,矗,24,木,"우거질, 무성할",金
촌,寸,3,木,"마디, 헤아릴",金
촌,村,7,木,"마을, 시골",金
촌,忖,7,火,"헤아릴, 쪼갤",金
촌,邨,11,土,마을,金
촌,吋,6,水,마디,金
총,聰,17,火,"귀밝을, 민첩할",金
총,聡,14,火,귀밝을,金
총,摠,15,木,거느릴,金
총,総,14,木,"거느릴, 합할",金
총,蔥,17,木,"파,부들",金
총,總,17,木,"거느릴, 합할",金
총,寵,19,木,"사랑할, 은혜",金
총,叢,18,水,"모일, 번잡할",金
총,銃,14,金,총,金
총,悤,11,火,"바쁠, 급할",金
총,憁,15,火,바쁠,金
총,葱,15,木,파,金
총,蓯,17,木,우거질,金
총,鏦,19,金,창,金
총,驄,21,火,총이말,金
총,塚,13,土,"무덤, 산꼭대기",金
총,冢,10,木,무덤,金
촬,撮,16,木,"취할, 모을",金
최,脧,13,水,불알,金
최,最,12,火,"가장, 극진할",金
최,催,13,火,"재촉할, 일어날",金
최,崔,11,土,"姓,높을",金
최,嘬,15,水,물,金
최,摧,15,木,꺾을,金
최,榱,14,木,서까래,金
최,漼,15,水,깊을,金
최,璀,16,金,빛날,金
최,磪,16,金,높을,金
최,縗,16,木,상복이름,金
추,秋,9,木,"姓,가을,결실",金
추,追,13,土,"쫓을, 따를",金
추,推,12,木,"천거할, 받들",金
추,楸,13,木,"가래나무, 개오동",金
추,樞,15,木,문지도리,金
추,鄒,17,土,나라이름,金
추,錘,16,金,"저울눈, 마치",金
추,湫,13,水,"다할, 바닥날",金
추,椎,12,木,"몽치, 망치",金
추,皺,15,金,주름,金
추,芻,10,木,"꼴, 말린풀",金
추,萩,15,木,사철쑥,金
추,諏,15,金,"꾀할, 물을",金
추,趨,17,土,"달릴, 빨리갈",金
추,酋,9,金,"묵은술, 숙성할",金
추,鎚,18,金,"쇠망치, 칠",金
추,僦,14,火,품삯,金
추,啾,12,水,소리,金
추,娵,11,土,별이름,金
추,帚,8,木,빗자루,金
추,騶,20,火,"기사, 승마",金
추,鰌,20,水,미꾸라지,金
추,鰍,20,水,미꾸라지,金
추,惆,12,火,실심할,金
추,捶,12,木,때릴,金
추,箠,14,木,채찍,金
추,縋,16,木,매달,金
추,縐,16,木,주름질,金
추,揫,13,木,모을,金
추,搥,14,木,칠,金
추,甃,14,土,벽돌,金
추,瘳,16,水,나을,金
추,簉,17,木,버금자리,金
추,蒭,16,木,꼴,金
추,陬,16,土,"구석, 모퉁이",金
추,隹,8,火,새,金
추,鞦,18,金,밀치,金
추,騅,18,火,오추마,金
추,魋,18,火,몽치머리,金
추,鵻,19,火,비둘기,金
추,鶖,20,火,무수리,金
추,鶵,21,火,난새,金
추,麤,33,土,거칠,金
추,龝,21,木,가을,金
추,錐,16,金,"송곳, 바늘",金
추,抽,9,木,"뽑을, 뺄",金
추,醜,17,金,"추할, 미워할",金
추,墜,15,土,"떨어질, 잃을",金
추,雛,18,火,"병아리, 큰새",金
축,蓄,16,木,"쌓을, 모을",金
축,丑,4,土,"소, 축시",金
축,祝,10,金,"빌, 기원할",金
축,畜,10,土,"쌓을, 모을",金
축,竺,8,木,"대나무, 나라이름",金
축,筑,12,木,악기이름,金
축,蹙,18,土,"대어들, 쫓을",金
축,蹴,19,土,"찰, 밟을",金
축,築,16,木,"쌓을, 집지을",金
축,逐,14,土,"쫓을, 물리칠",金
축,縮,17,木,"다스릴, 옳을",金
축,軸,12,火,굴대,金
축,妯,8,土,동서,金
축,舳,11,木,고물,金
축,豖,8,水,발얽은 돼지걸음,金
축,蹜,18,土,종종걸음칠,金
축,鼀,18,土,두꺼비,金
춘,春,9,火,"봄, 화활",金
춘,椿,13,木,"姓,참죽나무",金
춘,瑃,14,金,옥이름,金
춘,賰,16,金,넉넉할,金
출,出,5,土,"날, 낳을",金
출,朮,5,木,차조,金
출,秫,10,木,차조,金
출,黜,17,水,"물리칠, 물러날",金
충,忡,8,火,근심할,金
충,充,5,木,"가득할, 채울",金
충,忠,8,火,"충성, 곧을",金
충,珫,11,金,귀고리,金
충,沖,8,水,"빌, 공허할",金
충,冲,6,水,"빌, 공허할",金
충,衷,10,木,"속마음, 가운데",金
충,蟲,18,水,벌레,金
충,虫,6,水,벌레,金
충,衝,15,火,"찌를, 향할",金
췌,萃,14,木,"모일, 이를",金
췌,揣,13,木,헤아릴,金
췌,膵,18,水,췌장,金
췌,悴,12,火,"파리할, 근심할",金
췌,贅,18,金,"혹, 군더더기",金
췌,惴,13,火,두려워할,金
췌,瘁,13,水,병들,金
췌,顇,17,火,야윌,金
취,取,8,水,"취할, 도울",金
취,㷂,12,火,밝을,金
취,就,12,土,"이룰, 나아갈",金
취,翠,14,火,"물총새(암컷), 비취색",金
취,聚,14,火,"모일, 무리",金
취,炊,8,火,불땔,金
취,冣,10,木,모을,金
취,趣,15,火,"날아갈, 주장할",金
취,娶,11,土,장가들,金
취,驟,24,火,"달릴, 신속할",金
취,鷲,23,火,독수리,金
취,吹,7,火,"불, 부추길",金
취,臭,10,水,"냄새, 썩을",金
취,醉,15,金,술취할,金
취,橇,16,木,썰매,金
취,毳,12,火,솜털,金
취,嘴,15,水,"부리, 주둥이",金
취,脆,12,水,"무를, 약할",金
측,測,13,水,"헤아릴, 잴",金
측,側,11,火,"곁, 옆",金
측,仄,4,火,"기울, 우뚝 솟을",金
측,廁,11,木,"뒷간, 기울, 섞일",金
측,惻,13,火,슬퍼할,金
측,昃,8,火,기울,金
층,層,15,木,"계단, 층",金
치,穉,16,木,"어린 벼, 늦을",金
치,輜,17,火,짐수레,金
치,淄,12,水,검은빛,金
치,緇,14,木,"검은 비단, 승복",金
치,蚩,10,水,어리석을,金
치,齒,15,金,"나이, 이",金
치,値,10,火,"값, 가치",金
치,置,14,木,"둘, 버릴, 베풀",金
치,熾,16,火,"성할, 기세 왕할",金
치,卮,5,土,잔,金
치,寘,13,木,둘,金
치,畤,11,土,제사터,金
치,痓,11,水,악할,金
치,絺,13,木,칡베,金
치,菑,14,木,묵정밭,金
치,薙,19,木,어린대나무,金
치,褫,16,木,빼앗을,金
치,豸,7,水,벌레,金
치,跱,13,土,그칠,金
치,錙,16,金,저울눈,金
치,阤,11,土,(타)무너질,金
치,治,9,水,"다스릴, 다듬을",金
치,致,10,土,"이를, 다할",金
치,稚,13,木,"어린 벼, 늦을",金
치,峙,9,土,"언덕, 우뚝솟을",金
치,雉,13,火,"꿩, 폐백",金
치,馳,13,火,"달릴, 쫓을",金
치,幟,15,木,"표기(標旗), 표적",金
치,梔,11,木,치자나무,金
치,鯔,19,水,숭어,金
치,鴟,16,火,올빼미,金
치,鴙,16,火,꿩,金
치,鵄,17,火,올빼미,金
치,侈,8,火,"사치할, 거만할",金
치,嗤,13,水,"웃을, 비웃을",金
치,痔,11,水,치질,金
치,癡,19,水,어리석을,金
치,痴,13,水,어리석을,金
치,緻,16,木,"밸, 꿰맬",金
치,恥,10,火,"부끄러울, 욕될",金
치,哆,9,水,입 딱벌릴,金
칙,則,9,金,"법칙, 본받을",金
칙,勅,9,土,"조서, 타이를",金
칙,飭,13,水,"경계할, 정비할",金
칙,敕,11,金,칙서,金
친,親,16,火,"일가, 몸소",金
친,櫬,20,木,무궁화나무,金
친,襯,22,木,속옷,金
칠,柒,9,木,"옻나무, 옻칠",金
칠,七,7,金,일곱,金
칠,漆,15,水,옻칠할,金
침,琛,13,金,보배,金
침,砧,10,金,다듬잇돌,金
침,郴,15,土,고을이름,金
침,鍼,17,金,"침놓을, 경계할",金
침,針,10,金,"침, 바늘",金
침,浸,11,水,"담글, 잠길",金
침,棽,12,木,무성할,金
침,寢,14,木,"방, 잠잘",金
침,忱,8,火,정성,金
침,椹,13,木,"모탕, 과녁",金
침,駸,17,火,달릴,金
침,沈,8,水,"잠길, 가라앉을",金
침,枕,8,木,"베개, 잠잘",金
침,侵,9,火,"범할, 침노할",金
침,寖,13,木,잠길,金
칩,蟄,17,水,"동면할, 숨을",金
칭,稱,14,木,"일컬을, 칭찬할",金
칭,秤,10,木,저울,金
쾌,快,8,火,"쾌할, 상쾌할",木
쾌,夬,4,木,"쾌이름, 터놓을",木
쾌,噲,16,水,목구멍,木
타,鴕,16,火,타조,火
타,鼉,25,土,악어,火
타,駄,13,火,"태울, 실을",火
타,駝,15,火,"낙타, 타조",火
타,咤,9,水,"꾸짖을, 슬퍼할",火
타,唾,11,水,침뱉을,火
타,惰,13,火,"게으를, 소홀할",火
타,陀,13,土,"비탈집, 험할",火
타,他,5,火,"남, 누구",火
타,打,6,木,"칠, 때릴",火
타,妥,7,土,"온당할, 편히 앉을",火
타,墮,15,土,"떨어질, 잃을",火
타,拖,9,木,"끌, 풀어놓을",火
타,朶,6,木,늘어질,火
타,楕,13,木,길쭉할,火
타,橢,16,木,길쭉할,火
타,舵,11,木,키,火
타,佗,7,火,"다를, 편안할",火
타,坨,8,土,비탈질,火
타,拕,9,木,"끌, 당길",火
타,柁,9,木,키(배의 키),火
타,沱,9,水,물이름,火
타,詑,12,金,속일,火
타,詫,13,金,속일,火
타,跎,12,土,헛디딜,火
타,躱,13,火,감출,火
타,駞,15,火,곱사등이,火
타,鮀,16,水,모래무지,火
탁,柝,9,木,"열, 펼칠",火
탁,卓,8,木,"姓,높을,뛰어날",火
탁,倬,10,火,"클, 환할",火
탁,琸,13,金,사람이름,火
탁,晫,12,火,"환할, 밝을",火
탁,託,10,金,"부탁할, 맡길",火
탁,度,9,木,"헤아릴, 법도",火
탁,琢,13,金,"다듬을, 쫄",火
탁,踔,15,土,뛰어날,火
탁,橐,16,木,"전대, 풀무",火
탁,拓,9,木,"밀칠,넓힐",火
탁,鐸,21,金,"목탕, 방울",火
탁,托,7,木,"밀, 밀어서 열",火
탁,濯,18,水,"씻을, 빛날",火
탁,矺,8,金,나무이름,火
탁,籜,22,木,대껍질,火
탁,蘀,22,木,낙엽,火
탁,逴,15,土,멀,火
탁,啄,11,水,"쫄, 두드릴",火
탁,坼,8,土,"터질, 펴질",火
탁,擢,18,木,"뽑을, 제거할",火
탁,濁,17,水,"흐릴, 물이름",火
탁,拆,9,木,터질,火
탁,沰,9,水,떨어뜨릴,火
탁,涿,12,水,칠,火
탄,彈,15,金,탄알,火
탄,嘆,14,水,"탄식할, 한숨쉴",火
탄,憚,16,火,"꺼릴, 협박할",火
탄,綻,14,木,터질,火
탄,殫,16,水,다할,火
탄,癱,24,水,중풍,火
탄,驒,22,火,엽전,火
탄,坦,8,土,"너그러울, 평평할",火
탄,誕,14,金,"태어날, 기를",火
탄,炭,9,火,"불똥, 숯",火
탄,暺,16,火,밝을,火
탄,憻,17,火,평탄할,火
탄,攤,22,木,펼칠,火
탄,呑,7,水,"감출, 삼킬",火
탄,灘,23,水,"여울, 물가",火
탄,歎,15,金,"한숨쉴, 감탄할",火
탈,脫,13,水,벗을,火
탈,奪,14,木,"잃어버릴, 빼앗길",火
탈,侻,9,火,가벼울,火
탐,耽,10,火,"즐길, 누릴",火
탐,探,12,木,"찾을, 정탐",火
탐,貪,11,金,"탐할, 욕심낼",火
탐,眈,9,木,노려볼,火
탐,嗿,14,水,"많을, 소리",火
탐,忐,7,火,맘 허할,火
탐,酖,11,金,즐길,火
탑,塔,13,土,"탑, 절",火
탑,榻,14,木,걸상,火
탑,傝,12,火,나쁠,火
탑,塌,13,土,떨어질,火
탑,搨,13,木,베낄,火
탕,湯,13,水,"姓,물끓일",火
탕,帑,8,木,"금고, 새꼬리",火
탕,燙,16,火,데울,火
탕,盪,17,土,씻을,火
탕,碭,14,金,무늬있는 돌,火
탕,蘯,23,木,쓸,火
탕,糖,16,木,"(당)사탕, 엿",火
탕,蕩,18,木,씻어버릴,火
탕,宕,8,木,방탕할,火
태,脫,13,水,기뻐할,火
태,埭,11,土,둑,火
태,怠,9,火,"게으를, 느릴",火
태,殆,9,水,위태로울,火
태,汰,8,水,"사치할, 흐릴",火
태,苔,11,木,이끼,火
태,笞,11,木,볼기칠,火
태,跆,12,土,"밝을, 유린할",火
태,颱,14,木,태풍,火
태,孡,8,水,아이 밸,火
태,駘,15,火,둔마,火
태,鮐,16,水,"복, 복어",火
태,太,4,木,클,火
태,泰,9,水,"姓,클,넉넉할",火
태,兌,7,金,"바꿀, 기쁠",火
태,台,5,水,"姓,별,기를",火
태,胎,11,水,아이 밸,火
태,邰,12,土,태나라,火
태,鈦,12,金,티타늄(금속원소),火
태,態,14,火,"태도, 모양",火
태,珆,10,金,용무늬,火
태,娧,10,土,"더딜, 기쁠",火
태,迨,12,土,"이를, 바랄",火
택,宅,6,木,"집, 정할",火
택,澤,17,水,"姓,윤택할,덕택",火
택,擇,17,木,"가릴, 고를",火
택,垞,9,土,언덕,火
탱,撑,16,木,버팀목,火
탱,撐,16,木,버틸,火
탱,牚,12,金,버틸,火
터,攄,19,木,펼,火
토,土,3,土,"흙, 땅, 뿌리",火
토,兎,7,木,兔의 俗子,火
토,兔,9,火,토끼,火
토,討,10,金,"칠, 벌할, 다스릴",火
토,吐,6,水,토할,火
톤,噋,15,土,느릿할,火
통,通,14,木,"통할, 뚫을",火
통,統,12,木,"거느릴, 실마리",火
통,桶,11,木,통,火
통,筒,12,木,대롱,火
통,洞,10,水,(동)골짜기,火
통,樋,15,木,나무이름,火
통,筩,13,木,대통,火
통,痛,12,水,"상할, 원통할",火
통,慟,15,火,서럽게 울,火
통,恫,10,火,상심할,火
퇴,隤,20,土,무너질,火
퇴,退,13,土,"물러갈, 그만둘",火
퇴,堆,11,土,"언덕, 쌓일",火
퇴,槌,14,木,"망치, 던질",火
퇴,腿,16,水,"넓적다리, 정강이",火
퇴,褪,16,木,빛 바랠,火
퇴,頹,16,火,"무너질, 기울",火
투,投,8,木,"던질, 줄",火
투,透,14,土,"통할, 사무칠",火
투,鬪,20,金,"싸울, 다툴",火
투,套,10,木,덮개,火
투,妬,8,土,강새암할,火
투,偸,11,火,훔칠,火
투,妒,7,土,강샘할,火
투,渝,13,水,변할,火
투,骰,14,金,주사위,火
퉁,佟,7,火,성씨,火
특,特,10,土,"특별할, 수컷",火
특,慝,15,火,"사특할, 간사할",火
특,忒,7,火,틀릴,火
틈,闖,18,木,엿볼,火
파,波,9,水,"물결, 물결 일",水
파,派,10,水,"물갈래, 보낼",水
파,琶,13,金,비파,水
파,芭,10,木,"파초, 꽃",水
파,巴,4,木,"姓,땅이름",水
파,坡,8,土,"고개, 제방",水
파,妑,7,土,새앙머리,水
파,岥,8,土,비탈질,水
파,怕,9,火,두려워할,水
파,杷,8,木,비파나무,水
파,婆,11,土,할미,水
파,擺,19,木,"열릴, 배열할",水
파,播,16,木,"뿌릴, 퍼뜨릴",水
파,灞,25,水,물이름,水
파,爸,8,木,아비,水
파,玻,10,金,유리,水
파,皤,17,金,"흴, 불룩할",水
파,笆,10,木,가시대,水
파,簸,19,木,까부를,水
파,耙,10,土,써레,水
파,菠,14,木,시금치,水
파,葩,15,木,꽃,水
파,鄱,19,土,고을이름,水
파,罷,16,木,"파할, 내칠",水
파,頗,14,火,"자못, 비뚤어질",水
파,破,10,金,"깨트릴, 다할",水
파,把,8,木,"잡을, 헤칠",水
파,爬,8,木,"긁을, 잡을",水
파,跛,12,土,절뚝발이,水
파,叵,5,水,어려울,水
판,判,7,金,"姓,판단할,나눌",水
판,板,8,木,널빤지,水
판,販,11,金,"무역할, 장사",水
판,阪,12,土,"산비탈, 언덕",水
판,坂,7,土,"비탈, 둑",水
판,瓣,19,木,"외씨, 꽃잎",水
판,辦,16,金,"힘쓸, 갖출",水
판,鈑,12,金,금박,水
판,版,8,木,"널, 조각",水
팔,八,8,金,여덟,水
팔,叭,5,水,"일벌릴, 나팔",水
팔,捌,11,木,깨뜨릴,水
팔,朳,6,木,고무래,水
팔,汃,6,水,물결치는 소리,水
패,貝,7,金,"조개, 자재",水
패,浿,11,水,"물이름, 물가",水
패,佩,8,火,"찰, 노리개",水
패,牌,12,木,"호적, 방패",水
패,稗,13,木,"피, 일년초 열매",水
패,覇,19,金,"으뜸, 우두머리",水
패,孛,7,水,살별,水
패,旆,10,土,깃발,水
패,珮,11,金,"찰, 노리개",水
패,霈,15,水,비쏟아질,水
패,唄,10,水,찬불(讚佛),水
패,沛,8,水,"늪, 습지",水
패,狽,11,土,이리,水
패,悖,11,火,어그러질,水
패,敗,11,金,깨뜨릴,水
팽,烹,11,火,삶을,水
팽,膨,18,水,부풀,水
팽,彭,12,火,"姓,땅이름",水
팽,澎,16,水,"물소리, 물결 부딪는 기세",水
팽,砰,10,金,돌구르는 소리,水
팽,祊,9,木,제사,水
팽,蟚,18,水,방게,水
팽,蟛,18,水,방게,水
퍅,愎,13,火,괴팍할,水
편,便,9,火,"편안할, 소식",水
편,篇,15,木,책 편찬할,水
편,編,15,木,"얽을, 엮을",水
편,片,4,木,"姓,조각,쪼갤",水
편,徧,12,火,"두루, 널리",水
편,艑,15,木,거룻배,水
편,萹,15,木,마디풀,水
편,褊,15,木,좁을,水
편,諞,16,金,말잘할,水
편,扁,9,木,"姓,치우칠,넓적할",水
편,偏,11,火,"치우칠, 편벽될",水
편,翩,15,火,"빨리날, 나부낄",水
편,鞭,18,金,"채찍, 매질할",水
편,騙,19,火,"속일, 기만할",水
편,匾,11,土,납작할,水
편,惼,13,火,편협할,水
편,緶,15,木,꿰맬,水
편,蝙,15,水,박쥐,水
편,遍,16,土,두루,水
폄,貶,12,金,"떨어뜨릴, 낮출",水
폄,砭,10,金,돌침,水
폄,窆,10,水,하관할,水
평,平,5,木,"姓,평탄할,화평할",水
평,評,12,金,"의논, 헤아릴",水
평,坪,8,土,"평평할, 면적단위",水
평,枰,9,木,"바둑판, 장기판",水
평,泙,9,水,물소리,水
평,萍,14,木,"부평초, 개구리밥",水
평,怦,9,火,곧을,水
평,苹,11,木,개구리밥,水
평,蓱,17,木,부평초,水
평,抨,9,木,탄핵할,水
평,鮃,16,水,넙치,水
폐,敝,12,金,해질,水
폐,狴,12,土,짐승이름,水
폐,獘,16,土,넘어질,水
폐,廢,17,水,폐질,水
폐,嬖,16,土,"사랑할, 친압할",水
폐,幣,15,木,"비단, 재물",水
폐,陛,15,土,섬돌,水
폐,廢,15,木,"폐할, 부서질",水
폐,弊,15,水,"해질, 곤할",水
폐,蔽,18,木,"덮을, 숨길",水
폐,閉,11,木,"닫을, 마칠",水
폐,肺,10,水,"허파, 부아",水
폐,吠,7,水,개가 짖을,水
폐,斃,18,金,"넘어질, 쓰러질",水
포,布,5,木,"베, 돈",水
포,抱,9,木,"안을, 품을",水
포,包,5,金,"姓,쌀꾸러미",水
포,胞,11,水,태보,水
포,浦,11,水,"물가, 개",水
포,葡,15,木,"포도, 나라이름",水
포,褒,15,木,"도포, 칭찬할",水
포,砲,10,金,"돌쇠뇌, 큰대포",水
포,鋪,15,金,"펼, 늘어놓을",水
포,佈,7,火,펼,水
포,飽,14,水,"배부를, 가득찰",水
포,蒲,16,木,"부들, 왕골",水
포,匍,9,木,"길, 힘다할",水
포,匏,11,木,바가지,水
포,哺,10,水,먹을,水
포,圃,10,水,"밭, 넓을",水
포,袍,11,木,"웃옷, 핫옷",水
포,苞,11,木,"그령, 뿌리",水
포,儤,17,火,"번, 숙직",水
포,庖,8,木,부엌,水
포,晡,11,火,신시(申時),水
포,誧,14,金,도울,水
포,鉋,13,金,대패,水
포,鞄,14,金,혁공,水
포,餔,16,水,저녁밥,水
포,鯆,18,水,돌고래,水
포,捕,11,木,사로잡을,水
포,鮑,16,水,절인 어물,水
포,咆,8,水,성을 낼,水
포,怖,9,火,두려워할,水
포,抛,8,木,"던질, 내버릴",水
