KoreanPronunciation,Hanja,Strokes,Meaning,Element,SoundElement
굉,轟,21,"울릴, 천둥소리",火,木
굉,浤,11,용솟음할,水,木
굉,觥,13,뿔잔,木,木
굉,訇,9,큰소리,金,木
굉,閎,12,마을문,木,木
교,姣,9,"예쁠, 깨끗할",土,木
교,校,10,"학교, 교정할",木,木
교,敎,11,"가르칠, 본받을",金,木
교,教,11,가르칠,金,木
교,郊,13,"성밖, 교외",土,木
교,較,13,"견줄, 비교할",火,木
교,巧,5,"공교할, 예쁠",火,木
교,矯,17,바로잡을,金,木
교,僑,14,"높을, 거처",火,木
교,喬,12,"높을, 솟을",水,木
교,嬌,15,"아리따울, 맵시",土,木
교,膠,17,"아교, 굳을",水,木
교,咬,9,새소리,水,木
교,皎,11,"달빛, 햇빛",金,木
교,翹,18,"꼬리, 날개",火,木
교,蕎,18,"메밀, 풀",木,木
교,轎,19,가마,金,木
교,餃,15,경단,水,木
교,鄗,17,(호)땅이름,土,木
교,嶠,15,"높을, 산길",土,木
교,攪,24,"어지러울, 뒤섞을",木,木
교,嚙,18,깨물,水,木
교,齩,21,깨물,金,木
교,交,6,"사귈, 서로",火,木
교,佼,8,"예쁠, 업신여길",火,木
교,橋,16,"姓,다리,강할",木,木
교,撟,16,들,木,木
교,晈,10,달빛,火,木
교,暞,14,밝을,火,木
교,榷,14,외나무다리,木,木
교,磽,17,메마른 땅,金,木
교,窖,12,움,水,木
교,趫,19,재빠를,火,木
교,蹻,19,발돋움할,土,木
교,鉸,14,가위,金,木
교,骹,16,발회목,金,木
교,鵁,17,해오라기,火,木
교,蛟,12,"상어, 교룡",水,木
교,噭,16,부르짖을,水,木
교,憍,16,교만할,火,木
교,鮫,17,"상어,교룡",水,木
교,驕,22,"교만할, 무례할",火,木
교,狡,10,"교만할, 간교할",土,木
교,絞,12,"목맬, 꼴",木,木
교,嘐,14,닭울,水,木
교,嘄,14,웃는 소리,水,木
구,求,7,"구할, 청할",水,木
구,救,11,"도울, 구원할",金,木
구,具,8,"姓,갖출,온전할",金,木
구,玽,10,옥돌,金,木
구,俱,10,"姓,함께,갖출",火,木
구,構,14,"얽을, 지을",木,木
구,球,12,"지구, 공",金,木
구,坵,8,"높을, 언덕",土,木
구,玖,8,"옥돌, 아홉",金,木
구,丘,5,"姓,높을,언덕",土,木
구,邱,12,"姓,언덕,땅이름",土,木
구,九,9,"아홉, 많을",水,木
구,口,3,"입, 구멍",水,木
구,究,7,"궁리할, 다할",水,木
구,久,3,"오랠, 기다릴",水,木
구,句,5,"글귀, 굽을",水,木
구,舊,18,"옛, 오랠",土,木
구,區,11,"구역, 나눌",土,木
구,驅,21,"달릴, 몰아낼",火,木
구,柩,9,"널, 나무상자",木,木
구,毬,11,"공, 둥근물체",木,木
구,灸,7,"뜸, 뜸질할",火,木
구,瞿,18,"姓,볼,놀라서볼",木,木
구,俅,9,공손할,火,木
구,傴,13,구부릴,火,木
구,糗,16,볶은 쌀,木,木
구,蒟,16,구장,木,木
구,裘,13,갖옷,木,木
구,覯,17,만날,火,木
구,遘,17,만날,土,木
구,釦,11,금테 두를,金,木
구,韝,19,깍지,金,木
구,韭,9,부추,木,木
구,冓,10,짤,木,木
구,劬,7,수고로울,金,木
구,匶,20,널,土,木
구,厹,4,세모창,金,木
구,叴,5,소리 높일,水,木
구,坸,8,때,土,木
구,姤,9,만날,土,木
구,詬,13,꾸짖을,金,木
구,鬮,26,제비,金,木
구,鷇,21,새 새끼,火,木
구,鸜,29,구관조,火,木
구,耈,11,"늙을, 늙은이",土,木
구,駒,15,"망아지, 말",火,木
구,垢,9,"때, 티끌",土,木
구,颶,17,"구풍, 폭풍",木,木
구,廏,14,마구간,木,木
구,寇,11,"도둑, 원수",木,木
구,嶇,14,"험할, 괴로워할",土,木
구,廐,14,마구간,木,木
구,仇,4,"姓,원수",火,木
구,勾,4,"굽을, 갈고리",金,木
구,咎,8,"허물, 재앙",水,木
구,歐,15,"姓,토할,뱉을",火,木
구,毆,15,"때릴, 구타할",金,木
구,佝,7,곱사등이,火,木
구,㡱,8,고질병,水,木
구,鷗,22,갈매기,火,木
구,苟,11,"진실로, 다만",木,木
구,拘,9,"잡을, 거리낄",木,木
구,狗,9,"개, 강아지",土,木
구,懼,22,"놀랄, 위태로울",火,木
구,龜,16,"거북, 나라이름",水,木
구,矩,10,"곱자, 법",金,木
구,銶,15,끌,金,木
구,溝,14,"도랑, 개천",水,木
구,購,17,"살, 화해할",金,木
구,鳩,13,"비둘기, 모을",火,木
구,軀,18,"몸, 신체",水,木
구,枸,9,"구기자, 레몬",木,木
구,嘔,14,노래할,水,木
구,絿,13,"급할, 구할",木,木
구,臼,6,절구질할,土,木
구,舅,13,시아버지,土,木
구,衢,24,"네거리, 도로",火,木
구,謳,19,"노래할, 읊조릴",金,木
구,逑,12,"짝, 배우자",土,木
구,訽,13,"갈고리, 낫 (꾸짖을 후, 구)",金,木
구,媾,13,화친할,土,木
구,嫗,14,할머니,土,木
구,屨,17,"신,신다",木,木
구,岣,8,산꼭대기,土,木
구,彀,13,당길,木,木
구,戵,22,창,金,木
구,扣,7,두드릴,木,木
구,捄,11,담을,木,木
구,搆,14,얽을,木,木
구,樞,15,지도리 추,木,木
구,昫,9,따뜻할,火,木
구,榘,14,모날,木,木
구,漚,15,담글,水,木
구,璆,16,아름다운 옥,金,木
구,甌,16,사발,金,木
구,痀,10,곱사등이,水,木
구,癯,23,여윌,水,木
구,窶,16,가난할,水,木
구,篝,16,배롱,木,木
구,胊,11,멍에,水,木
구,蚯,11,지렁이,水,木
국,局,7,"판, 판국",木,木
국,鞠,17,"姓,공,궁할",金,木
국,國,11,"姓,나라,고향",水,木
국,国,8,"나라, 고향",水,木
국,菊,14,"姓,국화,대국",木,木
국,麴,19,"누룩,술",木,木
국,匊,8,움킬,金,木
국,掬,12,움킬,木,木
국,跼,14,구부릴,土,木
국,麯,17,누룩,水,木
국,鞫,18,"국문할,다할",金,木
군,君,7,"姓,임금,주권자",水,木
군,郡,14,"고을,관청",土,木
군,軍,9,"군사,진칠",火,木
군,群,13,"무리, 떼",土,木
군,裙,13,"치마, 속옷",木,木
군,捃,11,주울,木,木
군,桾,11,고욤나무,木,木
군,皸,14,틀,金,木
군,窘,12,"막힐, 궁해질",水,木
굴,掘,13,"팔, 파낼",木,木
굴,倔,10,고집 셀,火,木
굴,崛,11,우뚝 솟을,土,木
굴,淈,12,흐릴,水,木
굴,詘,12,굽힐,金,木
굴,屈,8,"굽을, 다할",土,木
굴,窟,13,"움, 굴",水,木
굴,堀,11,"굴, 땅굴팔",土,木
궁,弓,3,"姓,활,궁술",火,木
궁,躬,10,"몸, 자신",水,木
궁,宮,10,"집, 담",木,木
궁,窮,15,"다할, 궁할",水,木
궁,芎,9,"궁궁이, 천궁",木,木
궁,穹,8,"하늘, 막다름",水,木
궁,躳,14,몸(신체),火,木
권,權,22,"姓,권세,저울",木,木
권,勸,20,"권할, 도울",土,木
권,券,8,"문서, 확실할",土,木
권,眷,11,"돌아볼, 그리워할",木,木
권,卷,8,"책, 접을",木,木
권,捲,12,"걷을, 힘쓸",木,木
권,淃,12,물돌아흐를,水,木
권,惓,12,삼갈,火,木
권,棬,12,나무그릇,木,木
권,睠,13,돌볼,火,木
권,綣,14,정다울,木,木
권,蜷,14,구부릴,水,木
권,拳,10,"주먹, 힘쓸",木,木
권,圈,11,"우리, 감방",水,木
권,倦,10,"게으를, 피로할",火,木
권,勌,10,게으를,金,木
궐,厥,12,"그것, 다할",土,木
궐,闕,18,"대궐, 문",木,木
궐,蕨,18,"고사리, 고비",木,木
궐,蹶,19,"넘어질, 엎어질",土,木
궐,撅,16,사납게 날뛸,土,木
궤,繢,18,수놓을,木,木
궤,闠,20,성시 바깥문,木,木
궤,餽,19,보낼,水,木
궤,麂,13,큰 노루,土,木
궤,潰,16,"무너질, 성낼",水,木
궤,詭,13,"속일, 기만할",金,木
궤,饋,21,"먹일, 대접할",水,木
궤,佹,8,괴이할,火,木
궤,劂,14,새김칼,金,木
궤,憒,16,심란할,火,木
궤,跪,13,꿇어앉을,土,木
궤,軌,9,"길, 궤도",火,木
궤,机,6,"책상, 나무이름",木,木
궤,櫃,18,"함, 궤",木,木
궤,几,2,안석,金,木
궤,匱,14,다할,木,木
궤,撅,16,옷 걷을,木,木
궤,樻,16,나무이름,木,木
궤,氿,6,샘,水,木
궤,簋,17,제기이름,木,木
귀,貴,12,"귀할, 소중할",金,木
귀,歸,18,"姓,돌아갈,시집갈",土,木
귀,䤥,14,가래쇠,金,木
귀,句,5,"구절, 구",水,木
귀,鬼,10,"귀신, 도깨비",火,木
귀,龜,16,"나라이름, 거북",水,木
귀,晷,12,"그림자, 햇빛",火,木
규,規,11,"모범, 규범",火,木
규,閨,14,"규수, 계집",木,木
규,圭,6,"姓,홀,모서리",土,木
규,楏,13,호미자루,木,木
규,樛,15,휠,木,木
규,潙,16,강이름,水,木
규,跬,13,반걸음,土,木
규,闚,19,엿볼,木,木
규,頍,13,머리 들,火,木
규,馗,11,광대뼈,水,木
규,窺,16,"엿볼, 볼",水,木
규,刲,8,찌를,金,木
규,巋,21,가파를,土,木
규,睽,14,사팔눈,火,木
규,虯,8,규룡,水,木
규,奎,9,"별이름, 가랑이",土,木
규,珪,11,"서옥, 이름",金,木
규,邽,13,"고을이름, 보옥",土,木
규,揆,13,"헤아릴, 법",木,木
규,嫢,14,"가는허리, 그림쇠",土,木
규,逵,15,"큰길, 거리",土,木
규,葵,15,해바라기,木,木
규,赳,9,"용감할, 재능",土,木
규,騤,19,말 건강할,火,木
규,叫,5,"부르짖을, 울",水,木
규,槻,15,물푸레나무,木,木
규,硅,11,"규소, 깨뜨릴",金,木
규,竅,18,"구멍, 통할",水,木
규,糾,8,"끌어모을, 거둘",木,木
규,糺,7,"끌어모을, 거둘",木,木
규,湀,13,"물 솟을, 흐를",水,木
규,茥,12,딸기,木,木
규,煃,13,불꽃,火,木
규,嫢,14,가는 허리,土,木
규,嬀,15,성씨,土,木
규,暌,13,어길,火,木
균,均,7,"고를, 평평할",土,木
균,鈞,12,"고를, 가락",金,木
균,畇,9,"일굴, 개간",土,木
균,菌,14,"버섯, 세균",木,木
균,勻,4,"적을, 흩어질",金,木
균,筠,13,대나무,木,木
균,覠,14,크게 볼,火,木
균,龜,16,틀,水,木
균,囷,8,곳집,水,木
균,麏,18,노루,土,木
귤,橘,16,"귤나무, 귤",木,木
극,極,13,"다할, 극진할",木,木
극,克,7,"이길, 능할",木,木
극,劇,15,"심할, 연극",金,木
극,剋,9,"이글, 능할",金,木
극,隙,18,"틈, 여가",土,木
극,戟,12,창,金,木
극,棘,12,가시나무,金,木
극,亟,9,빠를,金,木
극,尅,10,이길,土,木
극,屐,10,나막신,水,木
극,郄,13,틈,土,木
근,瑾,16,아름다운옥,金,木
근,懃,17,"은근할, 일에 힘쓸",火,木
근,釿,12,도끼,金,木
근,芹,10,미나리,木,木
근,菫,14,"진흙, 제비꽃",木,木
근,堇,14,"진흙, 제비꽃",木,木
근,覲,18,"뵐, 볼",火,木
근,斤,4,"姓,도끼,벨",金,木
근,僅,13,"겨우, 조금",火,木
근,墐,14,"매흙질할, 묻을",土,木
근,饉,20,흉년들,水,木
근,巹,9,술잔,土,木
근,廑,13,경우,木,木
근,觔,9,힘줄,木,木
근,跟,13,발꿈치,土,木
근,靳,13,가슴걸이,金,木
근,謹,18,"삼갈, 엄할",金,木
근,根,10,"뿌리, 근본",木,木
근,漌,15,"맑을, 적실",水,木
근,近,11,"가까울, 닮을",土,木
근,勤,13,"부지런할, 일",土,木
근,嫤,14,"고울, 아름다운",土,木
근,劤,6,"강할, 힘셀",水,木
근,筋,12,"힘줄, 기운",木,木
근,槿,15,무궁화,木,木
글,契,9,부족이름,木,木
글,㔕,6,뜻,金,木
금,昑,8,밝을,火,木
금,金,8,"쇠,돈,황금",金,木
금,今,4,"姓,이제,이에",火,木
금,錦,16,"비단, 아름다울",金,木
금,琴,13,"姓,거문고",金,木
금,衾,10,"이불, 침구",木,木
금,襟,19,"옷깃, 가슴",木,木
금,檎,17,능금나무,木,木
금,芩,10,풀이름,木,木
금,衿,10,옷깃,木,木
금,嶔,15,높고 험할,土,木
금,笒,10,첨대,木,木
금,黅,16,누른빛,土,木
금,禽,13,"날짐승, 새",火,木
금,禁,13,"금할, 꺼릴",木,木
금,妗,7,"외숙모, 방정맞을",土,木
금,擒,17,"사로잡을, 생포할",木,木
금,唫,11,입 다물,水,木
금,噤,16,입 다물,水,木
급,皀,7,고소할,金,木
급,礏,18,산이 우뚝 솟을,金,木
급,笈,10,책상자,木,木
급,急,9,"급할, 빠를",火,木
급,汲,8,"길을, 분주할",水,木
급,伋,6,"속일, 인명",火,木
급,扱,8,"미칠, 이를",木,木
급,圾,7,위태할,土,木
급,芨,10,말오줌나무,木,木
급,給,12,"넉넉할, 더할",木,木
급,級,10,"등급, 순서",木,木
급,及,4,"미칠, 이름",水,木
급,岌,7,높을,土,木
긍,肯,10,"옳을, 여길",水,木
긍,亘,6,"걸칠, 펼",火,木
긍,亙,6,"걸칠, 펼",火,木
긍,兢,14,"삼갈, 두려워할",水,木
긍,矜,9,"자랑할, 가엽게 여길 ",金,木
긍,殑,11,까무러칠,水,木
기,企,6,"꾀할, 바랄",火,木
기,棋,12,"바둑, 장기",木,木
기,碁,13,"바둑, 장기",金,木
기,淇,12,강이름,水,木
기,琪,13,옥이름,金,木
기,玘,8,"패옥, 노리개",金,木
기,器,16,"그릇, 쓰일",水,木
기,機,16,"틀, 기계",木,木
기,琪,16,"옥, 꾸미개",金,木
기,祺,13,"복, 즐거움",木,木
기,麒,19,기린,土,木
기,埼,11,언덕머리,土,木
기,崎,11,"험할, 산길",土,木
기,琦,13,"클, 옥",金,木
기,綺,14,"비단, 아름다울",木,木
기,錡,16,"솥, 가마",金,木
기,箕,14,"姓,키,별이름",木,木
기,岐,7,갈림길,土,木
기,旗,14,"기, 표지",木,木
기,豈,10,"어찌, 바랄",水,木
기,錤,16,호미,金,木
기,璣,17,"구슬, 거울",金,木
기,耭,18,갈,木,木
기,愭,14,공손할,火,木
기,掎,12,끌,木,木
기,汽,8,"김, 증기",水,木
기,譏,19,"나무랄, 원망할",金,木
기,羇,23,굴레,木,木
기,肵,10,도마,水,木
기,芰,10,마름,木,木
기,芪,10,단너삼,木,木
기,蘄,22,풀이름,木,木
기,虁,26,조심할,木,木
기,蜝,14,방게,水,木
기,蟣,18,서캐,水,木
기,覬,17,바라다,火,木
기,跂,11,육발이,土,木
기,隑,18,사다리,土,木
기,頎,13,헌걸찰,火,木
기,鬐,20,갈기,火,木
기,鰭,21,지느러미,水,木
기,嗜,13,"즐길, 좋아할",水,木
기,忌,7,"꺼릴, 증오할",火,木
기,欺,12,"속일, 업신여길",金,木
기,騎,18,"기병, 말탈",火,木
기,奇,11,"부칠, 위탁할",木,木
기,棄,12,"버릴, 폐할",木,木
기,祈,9,"빌, 고할",木,木
기,胛,11,어깨,水,木
기,杞,7,"버들, 나무이름",木,木
기,暣,14,볕기운,火,木
기,沂,8,물이름,水,木
기,圻,7,"경기, 지경",土,木
기,己,3,"자기, 몸",土,木
기,記,10,"기록할, 적을",金,木
기,起,10,"姓,일어날, 시작할",火,木
기,其,8,"그, 어조사",金,木
기,期,12,"기약, 정할",水,木
기,基,11,"터, 기초",土,木
기,氣,10,"기운, 공기",水,木
기,伎,6,"재주, 기술",火,木
기,技,8,"재주, 묘기",木,木
기,祁,8,"성할, 클",木,木
기,紀,9,"벼리, 실마리",木,木
기,奇,8,"姓,기이할",土,木
기,榿,14,오리나무,木,木
기,忯,8,공경할,火,木
기,稘,13,"돌, 일주년",木,木
기,畿,15,"경기, 지경",土,木
기,飢,11,"주릴, 기아",水,木
기,冀,16,"바랄, 원할",土,木
기,驥,27,천리마,火,木
기,幾,12,"기미, 조짐",火,木
기,旣,11,"이미, 처음부터",水,木
기,騏,18,"천리마, 얼룩말",火,木
기,磯,17,"물가, 자갈밭",金,木
기,朞,12,"돌, 1주년",火,木
기,畸,13,뙈기밭,土,木
기,祇,9,"마침, 다만",水,木
기,羈,25,"굴레, 재갈",火,木
기,剞,10,새김칼,金,木
기,屺,6,민둥산,土,木
기,庋,7,시렁,木,木
기,旂,10,붉은 기,土,木
기,曁,16,함께,火,木
기,棊,12,바둑,木,木
기,歧,8,갈림길,土,木
기,炁,8,기운,火,木
기,禨,17,조짐,木,木
기,綦,14,연둣빛 비단,木,木
기,綥,14,연둣빛,木,木
기,耆,10,"늙은이, 어른",土,木
기,夔,20,"조심할,두려울",土,木
기,妓,7,기생,土,木
기,肌,8,"근육, 신체",水,木
기,饑,21,"굶주릴, 흉년",水,木
기,僛,14,"취하여, 춤추는 모양",火,木
기,墍,14,맥질할,土,木
기,弃,7,버릴,木,木
기,忮,8,해칠,火,木
기,攲,12,기울,土,木
기,猉,12,강아지,土,木
긴,緊,14,"감길, 오그라질",木,木
길,吉,6,길할,水,木
길,佶,8,"건장할, 바를",火,木
길,桔,10,도라지,木,木
길,姞,9,"姓,삼갈",土,木
길,拮,10,"일할, 겨룰",木,木
길,蛣,12,장구벌레,水,木
김,金,8,"姓,쇠,돈",金,木
끽,喫,12,"마실, 먹을",水,木
나,奈,9,"어찌, 능금나무",木,火
나,那,11,"어찌, 나라이름",土,火
나,羅,20,"(라)비단, 벌릴",木,火
나,梛,11,나무이름,木,火
나,糯,20,찰벼,木,火
나,䛔,13,"붙잡을, 당길",金,火
나,𡖔,10,많을,水,火
나,挪,11,"옮길, 유용",木,火
나,奈,8,"어찌, 나락",木,火
나,儺,21,공손한 모양,火,火
나,橠,16,나무 무성할,木,火
나,纙,25,(라)돈꾸러미,木,火
나,砢,10,(라)돌 쌓일,金,火
나,儸,21,(라)재능 있을,火,火
나,喇,12,"나팔, 말할",水,火
나,𣃽,12,기펄럭일,土,火
나,囉,22,(라)소리 섞일,水,火
나,曪,23,(라)햇빛 없을,火,火
나,瘰,16,(라)연주창,水,火
나,騾,21,(라)노새,火,火
나,鸁,24,(라)되강오리,火,火
나,娜,10,"아리따울, 모양",土,火
나,蓏,16,(라)열매,木,火
나,鑼,27,(라)징,金,火
나,臝,23,(라)벌거벗을,水,火
나,䏧,12,"성질, 살찔",水,火
나,拏,9,"붙잡을, 비빌",木,火
나,挐,10,"붙잡을, 비빌",木,火
나,拿,10,"붙잡을, 사로잡을",木,火
나,倮,10,"(라)벗을, 알몸",火,火
나,懦,18,"나약할, 무력할",火,火
낙,諾,16,"대답할, 승낙할",金,火
낙,樂,15,"(락)즐거울, (요)좋아할",木,火
낙,絡,12,"(락)솜, 명주",木,火
낙,珞,11,"(락)구슬, 조약돌",金,火
낙,落,15,(락)떨어질,木,火
낙,酪,13,"(락)즙, 식초",金,火
낙,嗠,13,(락) 진한유즙,水,火
낙,犖,14,(락) 얼룩소,土,火
난,爛,21,"(란)익을, 밝을",火,火
난,瀾,21,(란)물결,水,火
난,瓓,22,(란)옥광채,金,火
난,鑾,27,(란)방울,金,火
난,斕,21,(란)문채,木,火
난,欄,25,(란)목란,木,火
난,偄,11,연약할,火,火
난,煗,13,따뜻할,火,火
난,赧,12,얼굴 붉힐,火,火
난,餪,18,풀보기 잔치,水,火
난,嬾,19,(란)게으를,土,火
난,幱,20,(란)내리닫이,木,火
난,攔,21,(란)막을,木,火
난,灓,23,"(란)새어흐를, 적실",水,火
난,襴,23,(란)난삼,木,火
난,闌,17,(란)가로막을,木,火
난,難,19,"어려울, 근심",火,火
난,亂,13,(란)어지러울,木,火
난,煖,13,따뜻할,火,火
난,暖,13,따뜻할,火,火
난,卵,7,"(란)알, 기를",水,火
난,蘭,23,"(란)난초, 목련",木,火
날,捺,12,"누를, 찍을",木,火
날,捏,11,"이길, 반죽할",木,火
날,辣,14,(랄)매울,金,火
날,埒,16,(랄)담,土,火
날,辢,14,(랄)매울,金,火
남,南,9,남녘,火,火
남,男,7,"사내, 아들",土,火
남,楠,13,녹나무,木,火
남,爁,18,(람)불 번질,火,火
남,璼,19,(람)옥 이름,金,火
남,湳,13,강이름,水,火
남,枏,8,녹나무,木,火
남,藍,20,"(람)남루할, 쪽",木,火
남,濫,18,"(람)넘칠, 담글",水,火
남,婪,11,(람)탐할,土,火
남,漤,15,(람)과실 장아찌,水,火
남,喃,12,재잘거릴,水,火
남,惏,12,(람)탐낼,火,火
납,納,10,"바칠, 수확할",木,火
납,衲,10,옷 수선할,木,火
납,鑞,23,(랍)땜납,金,火
낭,琅,12,(랑)옥이름,金,火
낭,瑯,15,(랑)고을이름,金,火
낭,浪,11,"(랑)물결, 파도",水,火
낭,廊,13,"(랑)복도, 행랑",木,火
낭,榔,14,(랑)나무이름,木,火
낭,㢃,10,(랑)높을,木,火
낭,囊,22,주머니,水,火
낭,曩,21,"접때, 앞서",火,火
낭,閬,15,(랑)솟을대문,木,火
낭,硠,12,(랑)돌 부딪는 소리,金,火
낭,稂,12,(랑)강아지풀,木,火
낭,莨,13,"(랑)수크령, 조",木,火
낭,蜋,13,(랑)사마귀,水,火
낭,駺,17,(랑)꼬리 흰,火,火
낭,娘,10,"아가씨, 어머니",土,火
낭,郎,14,"(랑)사내, 남편",土,火
낭,朗,11,(랑)밝을,水,火
내,內,4,"안, 들일",木,火
내,乃,2,"姓,곧,이에",金,火
내,奈,8,"어찌, 어찌할",木,火
내,耐,9,"견딜, 감당할",水,火
내,柰,9,"姓,능금나무,어찌",木,火
내,來,8,"(래)올, 부를",火,火
내,萊,14,(래)명아주,木,火
내,崍,11,(래)산이름,土,火
내,淶,12,(래)강이름,水,火
내,騋,18,(래)큰말,火,火
내,奶,5,"젖, 유모",土,火
내,嬭,17,"젖, 기를",土,火
내,迺,13,"내이에, 곧",土,火
내,鼐,15,가마솥,火,火
내,唻,11,(래)노래하는 소리,水,火
냉,冷,7,"(랭)찰, 맑을",水,火
녀,女,3,"계집, 너",土,火
녁,惄,12,"허출할, 시장기",火,火
년,年,6,"해, 나이",木,火
년,秊,8,"해, 나이",木,火
년,撚,16,비틀,木,火
년,碾,15,맷돌,金,火
념,恬,10,"편안할, 조용할",火,火
념,拈,9,집어들,木,火
념,念,8,"생각할, 욀",火,火
념,捻,12,"비틀, 비꼴",木,火
녑,惗,12,(엽)사랑할,火,火
녕,寧,14,"편안할,어찌",火,火
녕,寗,13,편안할,火,火
녕,佞,7,(영)아첨할,火,火
녕,獰,18,"모질, 흉악할",土,火
녕,儜,16,괴로워할,火,火
녕,嚀,17,간곡할,水,火
